"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL1825118"	""	"None"	"417.94"	"1"	"5.93"	"25"	"CC[C@@H](NC(=O)c1ccc2c(c1)nc(C)n2Cc1ccc(Cl)cc1)c1ccccc1"	"EC50"	"'='"	"31.62"	"nM"	"7.50"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1825566"	"Partial agonist activity at human PPARgamma by luciferase reporter gene assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821577"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""	""	"7.5"
"CHEMBL1821837"	""	"None"	"406.44"	"0"	"4.64"	"43, GSK-1997132B"	"CC[C@@H](NC(=O)c1ccc2c(c1)ncn2Cc1ncc(F)cc1F)c1ccccc1"	"EC50"	"'='"	"10.0"	"nM"	"8.00"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1825566"	"Partial agonist activity at human PPARgamma by luciferase reporter gene assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821577"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""	""	"8.0"
"CHEMBL3897544"	""	"None"	"457.52"	"0"	"4.52"	"BDBM190483"	"CCOC(Cc1ccc(OC(=O)Cc2ccc(NC(=O)OC(C)(C)C)cc2)c(C)c1)C(=O)O"	"EC50"	"'='"	"73.0"	"nM"	"7.14"	""	"340814"	"UO_0000065"	"15.60"	"0.30"	"2.62"	"6.42"	"0"	"CHEMBL3887499"	"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886340"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"73.0"
"CHEMBL3899254"	""	"None"	"533.62"	"2"	"6.05"	"BDBM190477"	"Cc1oc(-c2ccccc2)nc1CC(=O)OCc1ccc(CC(SCCc2ccc(F)cc2)C(=O)O)cc1"	"EC50"	"'='"	"840.0"	"nM"	"6.08"	""	"340806"	"UO_0000065"	"11.39"	"0.22"	"0.03"	"6.78"	"0"	"CHEMBL3887499"	"Reporter Gene Assay: Transactivation Assay Expression vectors were prepared by inserting the ligand binding domain cDNA (complementary DNA) of human PPARalpha (amino acid 168-468) and human PPARgamma (amino acid 205-505), 3′ to and in frame with, the yeast GAL4 transcription factor DNA binding domain and the nuclear localization signal from the T-antigen of Polyoma Virus into the mammalian expression vector pSGS (Stratagene). The resulting expression vectors pSGGAL-PPARalpha and pSGGAL-PPARgamma were used in co-transfection experiments together with a modified pGL3 promoter plasmid (Promega) containing five copies of the UAS GAL4 recognition site. 2.5 μg pSGGAL-PPARalpha or pSGGAL-PPARgamma were mixed with 25 μg pGL3p 1×UAS and 22.5 μg pBluescript (Stratagene) in 0.95 mL ice cold PBS containing between 9-12 million U-2 OS (human osteosarcoma) cells. The cell/DNA mixture was incubated on ice for 5 minutes and then divided between two 0.4 cm cuvettes and electroporated at 960 μF, 2"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886340"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"840.0"
"CHEMBL4284250"	""	"None"	"372.45"	"0"	"2.65"	"12"	"CCc1ccc([C@@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1"	"EC50"	"'='"	"1740.0"	"nM"	"5.76"	""	""	"UO_0000065"	"15.46"	"0.30"	"3.11"	"6.51"	"0"	"CHEMBL4265666"	"Transactivation of GAL4-DBD fused human PPARgamma ligand binding domain expressed in UAS-bla HEL 293H cells preincubated for 16 hrs followed by FRET substrate addition and measured after 2 hrs by TR-FRET assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4261653"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2018"	"None"	""	""	""	"1.74"
"CHEMBL121"	"ROSIGLITAZONE"	"4.0"	"357.44"	"0"	"2.49"	"rosiglitazone"	"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1"	"EC50"	"'='"	"20.0"	"nM"	"7.70"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL940694"	"Agonist activity at human recombinant PPARgamma expressed in COS1 cells co-expressing GAL4 assessed as transcriptional activity after 48 hrs by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"COS-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137013"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"CHEMBL3308351"	""	""	""	"20.0"
"CHEMBL122009"	""	"None"	"395.38"	"0"	"4.05"	"32"	"COc1ccc(CCCC(=O)O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1"	"EC50"	"'='"	"3000.0"	"nM"	"5.52"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL762741"	"Agonist activity on Gal4 chimeric human Peroxisome proliferator activated receptor gamma expressed in KRP-297 cells"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"KRP-297"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145047"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	"3.0"
"CHEMBL219686"	""	"None"	"436.47"	"1"	"6.01"	"17n"	"CCCc1cc(C(F)(F)F)ccc1OCCCOc1ccc2c(c1)CC[C@H]2CC(=O)O"	"EC50"	"'='"	"3311311.21"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3062690"	"Agonist activity at Homo sapiens (human) PPARgamma expressed in mouse 3T3-L1 cells incubated for 2 days followed by compound wash out measured after 4 days by insulin receptor binding assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"3T3-L1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3045757"	"1"	"Scientific Literature"	"Med Chem Res"	"2012"	"CHEMBL3307630"	""	""	""	"2.48"
"CHEMBL4164423"	""	"None"	"403.44"	"0"	"4.65"	"Cpd III; DS-6930"	"Cc1cnc(Oc2ccc3nc(COc4cccc(C(=O)O)c4)n(C)c3c2)c(C)c1"	"EC50"	"'='"	"41.0"	"nM"	"7.39"	""	""	"UO_0000065"	"18.31"	"0.34"	"2.74"	"8.54"	"1"	"CHEMBL4666748"	"Agonist activity at human Gal4-DBD fused PPARgamma LBD (unknown origin) expressed in COS-7 cells incubated for 24 hrs by firefly luciferase assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4665640"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2019"	"None"	"TIME = 24.0 hr"	"AGONIST"	""	"41.0"
"CHEMBL147090"	""	"None"	"563.68"	"2"	"6.47"	"26d(S)"	"Cc1sc(-c2ccncc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1"	"EC50"	"'='"	"2.089"	"nM"	"8.68"	""	""	"UO_0000065"	"15.40"	"0.29"	"2.21"	"8.56"	"1"	"CHEMBL3052673"	"Transactivation of Homo sapiens (human) PPARgamma assessed as luciferase activity by reporter gene assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3046236"	"1"	"Scientific Literature"	"Med Chem Res"	"2012"	"None"	""	""	""	"8.68"
"CHEMBL358325"	""	"None"	"584.74"	"2"	"5.16"	"22(S)"	"Cc1sc(N2CCN(C)CC2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1"	"EC50"	"'='"	"1.288"	"nM"	"8.89"	""	""	"UO_0000065"	"15.20"	"0.29"	"3.73"	"9.36"	"1"	"CHEMBL3052673"	"Transactivation of Homo sapiens (human) PPARgamma assessed as luciferase activity by reporter gene assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3046236"	"1"	"Scientific Literature"	"Med Chem Res"	"2012"	"None"	""	""	""	"8.89"
"CHEMBL166637"	""	"None"	"404.47"	"0"	"4.30"	"4a(S)"	"CCO[C@@H](Cc1ccc(OCCn2c3ccccc3c3ccncc32)cc1)C(=O)O"	"EC50"	"'='"	"10.96"	"nM"	"7.96"	""	""	"UO_0000065"	"19.68"	"0.36"	"3.66"	"10.82"	"0"	"CHEMBL3052673"	"Transactivation of Homo sapiens (human) PPARgamma assessed as luciferase activity by reporter gene assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3046236"	"1"	"Scientific Literature"	"Med Chem Res"	"2012"	"None"	""	""	""	"7.96"
"CHEMBL3695852"	""	"None"	"533.58"	"2"	"6.51"	"18"	"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3[N+](=O)[O-])cc12"	"IC50"	"'='"	"24.0"	"nM"	"7.62"	""	""	"UO_0000065"	"14.28"	"0.26"	"1.11"	"6.66"	"0"	"CHEMBL3738479"	"Binding affinity to GST-tagged PPAR-gamma-LBD (unknown origin) after 2 hrs by Lantha screen assay using fluormone Pan-PPAR green probe"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3734690"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2015"	"None"	""	""	""	"24.0"
"CHEMBL82602"	""	"None"	"463.56"	"1"	"5.80"	"8c"	"Cc1oc(-c2cccs2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1"	"IC50"	"'='"	"24.0"	"nM"	"7.62"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL760384"	"Displacement of PPARgamma agonist from human PPAR gamma receptor"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148303"	"1"	"Scientific Literature"	"J Med Chem"	"2004"	"None"	""	""	""	"24.0"
"CHEMBL82034"	""	"None"	"457.53"	"1"	"5.74"	"8b"	"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1"	"EC50"	"'='"	"8.0"	"nM"	"8.10"	""	""	"UO_0000065"	"17.70"	"0.33"	"2.36"	"9.90"	"0"	"CHEMBL759727"	"Transcriptional activation of reporter assay by PPAR gamma receptor in CV-1 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148303"	"1"	"Scientific Literature"	"J Med Chem"	"2004"	"CHEMBL3308033"	""	""	""	"8.0"
"CHEMBL2037583"	""	"None"	"669.87"	"2"	"11.50"	"10g"	"Cc1cc(SC(CCCCCCCCCCc2ccccc2)c2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2038122"	"Transactivation activity at human PPARgamma expressed in african green monkey CV1 cells after 24 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2034891"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2012"	"CHEMBL3308033"	""	""	""	"10.0"
"CHEMBL431733"	"NAMODENOSON"	"3.0"	"544.74"	"1"	"1.06"	"1b; Cl-IB-MECA"	"CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O"	"EC50"	"'='"	"2940.0"	"nM"	"5.53"	""	""	"UO_0000065"	"10.15"	"0.25"	"4.47"	"4.12"	"0"	"CHEMBL4610745"	"Competitive binding affinity to GST-tagged human PPARgamma LBD incubated for 1 to 6 hrs by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4610002"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2020"	"None"	""	""	""	"2.94"
"CHEMBL25259"	""	"None"	"457.53"	"1"	"6.18"	"8"	"Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1"	"IC50"	"'='"	"548.0"	"nM"	"6.26"	""	""	"UO_0000065"	"13.68"	"0.25"	"0.08"	"7.66"	"0"	"CHEMBL824659"	"Binding affinity at human peroxidase proliferator activated receptor gamma (hPPARgamma)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134506"	"1"	"Scientific Literature"	"J Med Chem"	"2001"	"None"	""	""	""	"548.0"
"CHEMBL121"	"ROSIGLITAZONE"	"4.0"	"357.44"	"0"	"2.49"	"3"	"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1"	"IC50"	"'='"	"274.0"	"nM"	"6.56"	""	""	"UO_0000065"	"18.36"	"0.36"	"4.07"	"9.17"	"1"	"CHEMBL1066118"	"Displacement of [3H2]nTZD3 from GST-tagged human PPARgamma expressed in Escherichia coli by SPA"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152634"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2009"	"None"	""	""	""	"0.274"
"CHEMBL214026"	""	"None"	"454.95"	"1"	"6.69"	"21"	"Cc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2Oc2ccccc2)ccc1CCC(=O)O"	"IC50"	"'='"	"15.0"	"nM"	"7.82"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL2038597"	"Agonist activity at PPARgamma"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2034870"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""	"7.824"
"CHEMBL1320634"	""	"None"	"405.41"	"0"	"2.38"	"SID91762729"	"CCn1cnc2c1c(=O)n(Cc1cccc([N+](=O)[O-])c1)c(=O)n2Cc1ccccc1"	"EC50"	""	"181.0"	"nM"	""	""	"Active"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1738486"	"PUBCHEM_BIOASSAY: Luminescence-based cell-based assay provider high throughput dose response assay for partial agonists of the peroxisome proliferator-activated receptor gamma (PPARg). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1808, AID504735]"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""	""	""	"0.181"
"CHEMBL148639"	""	"None"	"465.59"	"0"	"4.34"	"18"	"Cn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O"	"IC50"	"'='"	"520.0"	"nM"	"6.28"	""	""	"UO_0000065"	"13.50"	"0.25"	"1.94"	"7.28"	"0"	"CHEMBL759455"	"Inhibitory activity of compound against the binding of human Peroxisome proliferator activated receptor gamma was determined"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145902"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	"520.0"
"CHEMBL3335672"	""	"None"	"446.50"	"1"	"5.20"	"51"	"COc1ccc(C(=O)Nc2cccc(C(=O)O)c2)c(NC(=O)c2ccc(C(C)(C)C)cc2)c1"	"EC50"	"'='"	"2990.0"	"nM"	"5.52"	""	""	"UO_0000065"	"12.37"	"0.23"	"0.32"	"5.27"	"0"	"CHEMBL3389654"	"Activity at GAL4-tagged PPARgamma (unknown origin) expressed in COS7 cells assessed as receptor transactivation by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"COS-7"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351394"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"CHEMBL3307648"	""	""	""	"2.99"
"CHEMBL121"	"ROSIGLITAZONE"	"4.0"	"357.44"	"0"	"2.49"	"3"	"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1"	"IC50"	"'='"	"298.0"	"nM"	"6.53"	""	""	"UO_0000065"	"18.26"	"0.36"	"4.04"	"9.12"	"0"	"CHEMBL4057935"	"Displacement of fluormone-PPARgamma green from GST-tagged PPARgamma-LBD (unknown origin) by fluorescence polarization assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4052774"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2017"	"None"	""	""	""	"0.298"
"CHEMBL4164753"	""	"None"	"426.83"	"1"	"5.44"	"II"	"Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3ccc(Cl)c(F)c3)cc21"	"EC50"	"'='"	"68.0"	"nM"	"7.17"	""	""	"UO_0000065"	"16.79"	"0.33"	"1.73"	"9.74"	"0"	"CHEMBL4157970"	"Agonist activity at recombinant human GAL4-DBD fused PPARgamma LBD expressed in COS7 cells after 24 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4152362"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2018"	"None"	""	""	""	"68.0"
"CHEMBL446893"	""	"None"	"350.41"	"0"	"3.71"	"5, NNC 61-4655"	"CCO[C@@H](Cc1ccc(OC/C=C/C#Cc2ccccc2)cc1)C(=O)O"	"EC50"	"'='"	"2600.0"	"nM"	"5.58"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL896656"	"Agonist activity at human PPARgamma by transactivation assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149551"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"2.6"
"CHEMBL2331785"	""	"None"	"514.82"	"2"	"5.69"	"5"	"CCNC(=O)c1cc(NS(=O)(=O)c2cc(C)c(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1"	"EC50"	"'='"	"30.0"	"nM"	"7.52"	""	""	"UO_0000065"	"14.61"	"0.32"	"1.83"	"7.72"	"0"	"CHEMBL2342573"	"Transactivation of GAL4 DBD-fused human PPARgamma-LBD expressed in HEK293 cells after 24 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331151"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2013"	"CHEMBL3307715"	""	""	""	"0.03"
"CHEMBL3827820"	""	"None"	"458.90"	"1"	"5.10"	"6"	"COC(=O)N(CC(=O)O)[C@@H](C)c1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1"	"IC50"	"'>'"	"15000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3830347"	"Binding affinity to human GST-tagged PPAR-gamma LBD expressed in Escherichia coli BL21 after 30 mins in presence of fluorescein ligand FLA-A by fluorescence polarization assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3826929"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2016"	"None"	""	""	""	"15000.0"
"CHEMBL3827820"	""	"None"	"458.90"	"1"	"5.10"	"6"	"COC(=O)N(CC(=O)O)[C@@H](C)c1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1"	"EC50"	"'='"	"2857.0"	"nM"	"5.54"	""	""	"UO_0000065"	"12.08"	"0.24"	"0.44"	"5.43"	"0"	"CHEMBL3830344"	"Agonist activity at Gal4-tagged human PPAR-gamma expressed in HEK cells by transactivation assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3826929"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2016"	"CHEMBL3307715"	""	""	""	"2857.0"
"CHEMBL3828232"	""	"None"	"462.86"	"0"	"4.67"	"5"	"COC(=O)N(CC(=O)O)Cc1ccc(F)c(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1"	"EC50"	"'='"	"9168.0"	"nM"	"5.04"	""	""	"UO_0000065"	"10.88"	"0.22"	"0.37"	"4.93"	"0"	"CHEMBL3830344"	"Agonist activity at Gal4-tagged human PPAR-gamma expressed in HEK cells by transactivation assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3826929"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2016"	"CHEMBL3307715"	""	""	""	"9168.0"
"CHEMBL3695895"	""	"None"	"493.05"	"1"	"8.12"	"BDBM147340"	"Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(Cl)c3)cc12"	"IC50"	"'='"	"3.0"	"nM"	"8.52"	""	"284664"	"UO_0000065"	"17.29"	"0.32"	"0.40"	"25.05"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"3.0"
